"Date","Price","is_interpolated"
1998-03-11,12.96,FALSE
1998-03-12,12.97,FALSE
1998-03-13,12.76,FALSE
1998-03-16,12.31,FALSE
1998-03-17,12.26,FALSE
1998-03-18,13.11,FALSE
1998-03-19,13.11,FALSE
1998-03-20,13.22,FALSE
1998-03-23,15.04,FALSE
1998-03-24,14.53,FALSE
1998-03-25,15.14,FALSE
1998-03-26,15.44,FALSE
1998-03-27,15.4,FALSE
1998-03-30,14.77,FALSE
1998-03-31,14.26,FALSE
1998-04-01,13.93,FALSE
1998-04-02,14.17,FALSE
1998-04-03,14.41,FALSE
1998-04-06,13.87,FALSE
1998-04-07,13.68,FALSE
1998-04-08,13.98,FALSE
1998-04-09,14,FALSE
1998-04-10,13.89,TRUE
1998-04-13,13.56,TRUE
1998-04-14,13.45,FALSE
1998-04-15,13.48,FALSE
1998-04-16,14.64,FALSE
1998-04-17,14.36,FALSE
1998-04-20,14.39,FALSE
1998-04-21,14.51,FALSE
1998-04-22,14.1,FALSE
1998-04-23,13.98,FALSE
1998-04-24,13.9,FALSE
1998-04-27,14.21,FALSE
1998-04-28,14.6,FALSE
1998-04-29,14.25,FALSE
1998-04-30,14.46,FALSE
1998-05-01,15.13,FALSE
1998-05-04,14.7625,TRUE
1998-05-05,14.64,FALSE
1998-05-06,14.49,FALSE
1998-05-07,14.47,FALSE
1998-05-08,14.69,FALSE
1998-05-11,14.84,FALSE
1998-05-12,15.11,FALSE
1998-05-13,14.68,FALSE
1998-05-14,14.68,FALSE
1998-05-15,14.4,FALSE
1998-05-18,14.46,FALSE
1998-05-19,14.38,FALSE
1998-05-20,13.72,FALSE
1998-05-21,13.98,FALSE
1998-05-22,14.06,FALSE
1998-05-25,14.12,TRUE
1998-05-26,14.14,FALSE
1998-05-27,14.23,FALSE
1998-05-28,14.13,FALSE
1998-05-29,14.37,FALSE
1998-06-01,14.23,FALSE
1998-06-02,14.14,FALSE
1998-06-03,14.04,FALSE
1998-06-04,14.48,FALSE
1998-06-05,14.6,FALSE
1998-06-08,14.22,FALSE
1998-06-09,13.49,FALSE
1998-06-10,13.33,FALSE
1998-06-11,12.87,FALSE
1998-06-12,12.41,FALSE
1998-06-15,12.17,FALSE
1998-06-16,12.72,FALSE
1998-06-17,13.06,FALSE
1998-06-18,12.78,FALSE
1998-06-19,12.85,FALSE
1998-06-22,13.24,FALSE
1998-06-23,13.92,FALSE
1998-06-24,13.61,FALSE
1998-06-25,13.11,FALSE
1998-06-26,13.21,FALSE
1998-06-29,13.19,FALSE
1998-06-30,13.38,FALSE
1998-07-01,13.42,FALSE
1998-07-02,13.57,FALSE
